billingCurrency_id,billingCurrency_shortName,billingMode_description,billingMode_id,bpmResponsible,bpmStatus,bpmStatus_id,bpmStatus_label,businessDescription_description,businessDescription_id,created_at,currency_id,currency_shortName,customer_customer_classification,customer_displayName,customer_id,customer_name,customer_trade_name,displayName,estimatedFinishDate,expedient,finishedDate,fix_rate_value,hourLimit,id,isBillable,limitAlert,milestones,milestonesTotal,monthlyFixRateGroup,monthlyFixRateGroup_hour_limit,monthlyFixRateGroup_id,monthlyFixRateGroup_name,monthlyFixRateGroup_rate,notes,practiceArea_id,practiceArea_name,primary_external_code,riskStatus,secondaryExternalCode,status,statusMarking
1,USD,Monto Fijo Mensual,2,,,,,Servicios Legales Mensuales (FM),15,2020-09-28 05:00:00,1,USD,,339 - DeliveryHero Stores Almacenes Bolivia S.A.,190,DeliveryHero Stores Almacenes Bolivia S.A.,DeliveryHero Stores Almacenes Bolivia S.A.,000339-SR-000291 - Servicios Legales Mensuales (FM),,000339-SR-000291,,500,5,135,True,,,0,,5,6,Grupo 1,500,Cobrar a partir de octubre (facturación en noviembre) el asunto se inactiva ya que se facturara dentro del cliente PEYA a partir de enero 2025,30,Servicios Legales Mensuales,000339-SR-000291,,2294,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,Acuerdo transaccional,2849,2024-05-02 15:57:01,1,USD,,521 - Delta Cargo S.R.L.,191,Delta Cargo S.R.L.,Delta Cargo S.R.L.,000521-SR-001213 - Acuerdo transaccional,,000521-SR-001213,,850,,2921,True,,,0,,,,,,100% Final,6,"Der.Comercial 
",000521-SR-001213,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,ADENDAS DE REDUCCION SALARIAL A SER SUSCRITAS CON EL SR. LUIS FERNANDO ORTIZ,2802,2024-04-17 20:17:04,1,USD,,521 - Delta Cargo S.R.L.,191,Delta Cargo S.R.L.,Delta Cargo S.R.L.,000521-SR-001182 - ADENDAS DE REDUCCION SALARIAL A SER SUSCRITAS CON EL SR. LUIS FERNANDO ORTIZ,,000521-SR-001182,,500,,2869,True,,,0,,,,,,50% Inicio/50% Final,17,"Der. Laboral y  Seg. Soc.
",000521-SR-001182,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,"Asesoramiento legal, acompañamiento a reuniones, redacción de documentos de reconocimientos de deuda hasta su firma en notaría.",3653,2024-12-31 11:12:30,1,USD,,521 - Delta Cargo S.R.L.,191,Delta Cargo S.R.L.,Delta Cargo S.R.L.,"000521-SR-001812 - Asesoramiento legal, acompañamiento a reuniones, redacción de documentos de reconocimientos de deuda hasta su firma en notaría.",2025-07-08 00:00:00,000521-SR-001812,,431.03,,3800,True,0,,0,,,,,,,17,"Der. Laboral y  Seg. Soc.
",000521-SR-001812,red,,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,Cobro embolpack,1206,2022-10-25 05:00:00,1,USD,,521 - Delta Cargo S.R.L.,191,Delta Cargo S.R.L.,Delta Cargo S.R.L.,000521-SR-000850 - Cobro embolpack,,000521-SR-000850,,575.21,,1281,True,,,1,,,,,,,5,"Der.Civil 
",000521-SR-000850,,3657,4,billed
1,USD,Por Hitos o Etapas,4,,,checked,Verificado,Cobro Importacruz,3651,2024-12-26 09:23:38,1,USD,,521 - Delta Cargo S.R.L.,191,Delta Cargo S.R.L.,Delta Cargo S.R.L.,000521-SR-001809 - Cobro Importacruz,,000521-SR-001809,,0,,3797,True,0,"[{""id"": ""1540"", ""name"": ""Hito 1 Contrataci\u00f3n""}, {""id"": ""1541"", ""name"": ""Hito 2 Ejecuci\u00f3n del Proyecto""}]",500,,,,,,,10,Corporativo / Der. Comercial,000521-SR-001809,,,1,active
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,Revisión de contratos modelo,289,2022-11-02 05:00:00,1,USD,,521 - Delta Cargo S.R.L.,191,Delta Cargo S.R.L.,Delta Cargo S.R.L.,000521-SR-000552 - Revisión de contratos modelo,,000521-SR-000552,,990,,318,True,0,,0,,,,,,,5,"Der.Civil 
",000521-SR-000552,,3675,4,billed
1,USD,Por Hitos o Etapas,4,,,,,Verificación de activos,3806,2025-03-23 19:53:22,1,USD,,521 - Delta Cargo S.R.L.,191,Delta Cargo S.R.L.,Delta Cargo S.R.L.,000521-SR-001935 - Verificación de activos,,000521-SR-001935,,0,,3972,True,,"[{""id"": ""1702"", ""name"": ""Hito 1Inicio del proyecto""}, {""id"": ""1703"", ""name"": ""Hito 2 Ejecuci\u00f3n del Proyecto""}]",500,,,,,,,5,"Der.Civil 
",000521-SR-001935,,,1,active
1,USD,Monto Fijo Mensual,2,,,,,Servicios Legales Mensuales - Representación y Domicilio,290,2023-04-05 05:00:00,1,USD,,507 - DEMERGE BOLIVIA SRL,192,DEMERGE BOLIVIA SRL,DEMERGE BOLIVIA SRL,000507-SR-000611 - Servicios Legales Mensuales - Representación y Domicilio,,000507-SR-000611,,1000,,319,True,,,0,,0,59,Mensualidad 5,1000,,30,Servicios Legales Mensuales,000507-SR-000611,,4042,1,active
1,USD,Monto Fijo por Asunto,3,,,,,Elaboración informe legal GW Pharmaceutical,1007,2020-06-22 05:00:00,1,USD,,716 - Dentons Cardenas & Cardenas,689,Dentons Cardenas & Cardenas,Dentons Cardenas & Cardenas,000716-BK-000242 - Elaboración informe legal GW Pharmaceutical,,000716-BK-000242,,2300,,1072,True,,,0,,,,,,El contacto para fines de facturación es Luz Adarve luz.adarve@dentons.com,28,Registros Sanitarios-Regul.,000716-BK-000242,,2098,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,Informe Legal Sobre Contrato de Distribución SEIN – IDASA,1006,2018-10-31 05:00:00,1,USD,,716 - Dentons Cardenas & Cardenas,689,Dentons Cardenas & Cardenas,Dentons Cardenas & Cardenas,000716-BK-000022 - Informe Legal Sobre Contrato de Distribución SEIN – IDASA,,000716-BK-000022,,0,,1071,True,,,0,,,,,,,10,Corporativo / Der. Comercial,000716-BK-000022,,780,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,E-commerce advice - Bolivia [DEN-UK_ACTIVE.FID9605466],1008,2021-04-13 05:00:00,1,USD,,858 - Dentons UK and Middle East LLP,690,Dentons UK and Middle East LLP,Dentons UK and Middle East LLP,000858-BK-000268 - E-commerce advice - Bolivia [DEN-UK_ACTIVE.FID9605466],,000858-BK-000268,,490,,1073,True,,,0,,,,,,,6,"Der.Comercial 
",000858-BK-000268,,2611,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,Calendario Legal 2024,2181,2024-04-15 15:46:36,1,USD,,976 - DESARROLLADORA INMOBILIARIA MITRA S.A.,874,DESARROLLADORA INMOBILIARIA MITRA S.A.,DESARROLLADORA INMOBILIARIA MITRA S.A.,000976-SR-001178 - Calendario Legal 2024,,000976-SR-001178,,550,,2862,True,,,0,,,,,,100% Final,10,Corporativo / Der. Comercial,000976-SR-001178,,,4,billed
1,USD,Por Horas,1,,,checked,Verificado,OPERACIÓN BONOS Y CESIÓN YPFB,3152,2025-06-05 08:58:21,1,USD,,1158 - DEUTSCHE BANK AG Sucursal Londres,1056,DEUTSCHE BANK AG Sucursal Londres,DEUTSCHE BANK AG Sucursal Londres,001158-SR-002052 - OPERACIÓN BONOS Y CESIÓN YPFB,2025-11-12 00:00:00,001158-SR-002052,,0,,4365,True,0,,0,,,,,,"Razon Social para facturación: DEUTSCHE BANK AG, LONDON BRANCH
This has been approved at flat fee of $50K or $35K if the deal busts.
 Please note the ELM# for this for legal billing purposes is 2025-T-111439.",4,Banca & Finanzas,001158-SR-002052,red,,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,Legal Memorandum - Repo Transaction in Bolivia,1009,2020-10-19 05:00:00,1,USD,,"847 - Deutsche Bank AG, Filiale New York",691,"Deutsche Bank AG, Filiale New York","Deutsche Bank AG, Filiale New York",000847-BK-000258 - Legal Memorandum - Repo Transaction in Bolivia,,000847-BK-000258,,3500,,1074,True,,,0,,,,,,,4,Banca & Finanzas,000847-BK-000258,,2313,2,disabled
1,USD,Por Horas Con CAP,6,,,,,Emisión de Bonos 2025 y garantía de oro,3730,2025-02-10 16:25:10,1,USD,,"1043 - DEUTSCHE BANK AG, LONDON BRANCH",941,"DEUTSCHE BANK AG, LONDON BRANCH","DEUTSCHE BANK AG, LONDON BRANCH",001043-BK-000441 - Emisión de Bonos 2025 y garantía de oro,,001043-BK-000441,,105000,,3892,True,,,0,,,,,,"USD 300 p/hour, (ii) Senior Associate: USD 250 p/hour.",4,Banca & Finanzas,001043-BK-000441,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,Forward Gold with BCB,4178,2024-08-16 18:48:44,1,USD,,"1043 - DEUTSCHE BANK AG, LONDON BRANCH",941,"DEUTSCHE BANK AG, LONDON BRANCH","DEUTSCHE BANK AG, LONDON BRANCH",001043-BK-000395 - Forward Gold with BCB,,001043-BK-000395,,50000,,3266,True,0,,0,,,,,,"SOCIO USD 300 P/HORA
ASOCIADO SENIOR USD 250 P/ HORA",4,Banca & Finanzas,001043-BK-000395,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,Forward Sale Gold Third Tranche,4738,2025-10-22 18:10:17,1,USD,,"1043 - DEUTSCHE BANK AG, LONDON BRANCH",941,"DEUTSCHE BANK AG, LONDON BRANCH","DEUTSCHE BANK AG, LONDON BRANCH",001043-BK-000499 - Forward Sale Gold Third Tranche,2025-10-31 00:00:00,001043-BK-000499,,50000,,4952,True,0,,0,,,,,,Mismos conceptos del Second Tranche en la nota de debito. Mandar sobre el mismo correo del Second Tranche a Caique Gouveia <caique.gouveia@db.com,4,Banca & Finanzas,001043-BK-000499,red,,4,billed
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,Gold Forward Tranche 2,4357,2025-07-25 14:48:43,1,USD,,"1043 - DEUTSCHE BANK AG, LONDON BRANCH",941,"DEUTSCHE BANK AG, LONDON BRANCH","DEUTSCHE BANK AG, LONDON BRANCH",001043-BK-000475 - Gold Forward Tranche 2,2025-11-27 00:00:00,001043-BK-000475,,50000,,4560,True,0,,0,,,,,,,4,Banca & Finanzas,001043-BK-000475,green,,4,billed
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,REPO US BONDS,4358,2025-07-25 14:50:39,1,USD,,"1043 - DEUTSCHE BANK AG, LONDON BRANCH",941,"DEUTSCHE BANK AG, LONDON BRANCH","DEUTSCHE BANK AG, LONDON BRANCH",001043-BK-000476 - REPO US BONDS,2025-11-28 00:00:00,001043-BK-000476,,50000,,4561,True,0,,0,,,,,,,4,Banca & Finanzas,001043-BK-000476,green,,2,disabled
1,USD,Por Hitos o Etapas,4,,,,,Constitución Sociedad,1377,2022-11-25 05:00:00,1,USD,,"527 - DEVELOOP SOFTWARE, S.L",193,"DEVELOOP SOFTWARE, S.L","DEVELOOP SOFTWARE, S.L",000527-SR-000962 - Constitución Sociedad,,000527-SR-000962,,0,,1499,True,,"[{""id"": ""328"", ""name"": ""50% adelanto""}, {""id"": ""329"", ""name"": ""50% restante""}]",2000,,,,,,,10,Corporativo / Der. Comercial,000527-SR-000962,,3726,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,Domicilio Fiscal,1334,2023-01-14 05:00:00,1,USD,,"527 - DEVELOOP SOFTWARE, S.L",193,"DEVELOOP SOFTWARE, S.L","DEVELOOP SOFTWARE, S.L",000527-SR-000963 - Domicilio Fiscal,,000527-SR-000963,,300,,1446,True,,,0,,,,,,,6,"Der.Comercial 
",000527-SR-000963,,3806,2,disabled
1,USD,Monto Fijo Mensual,2,,,,,servicios legales y domicilio legal,291,2023-06-30 05:00:00,1,USD,,587 - DEVELOOP SRL,194,DEVELOOP SRL,DEVELOOP SRL,000587-SR-000658 - servicios legales y domicilio legal,,000587-SR-000658,,1000,,320,True,,,0,,0,89,Grupo DEVELOOP 2024,1000,,6,"Der.Comercial 
",000587-SR-000658,,4206,1,active
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,Fiscalización - Ingresos no declarados,4366,2025-07-29 15:58:16,1,USD,,1182 - Diego Murillo Sasamoto,1080,Diego Murillo Sasamoto,Diego Murillo Sasamoto,001182-SR-002155 - Fiscalización - Ingresos no declarados,2025-12-25 00:00:00,001182-SR-002155,,1436.78,,4569,True,0,,0,,,,,,facturar 60%,19,Der. Tributario& Plan.Fiscal,001182-SR-002155,green,,1,active
1,USD,Monto Fijo por Asunto,3,,,,,DVPLAY SRL,3594,2024-12-05 17:38:01,1,USD,,1096 - Diego Velasquez,994,Diego Velasquez,Diego Velasquez,001096-SR-001761 - DVPLAY SRL,,001096-SR-001761,,2500,,3738,True,,,0,,,,,,,19,Der. Tributario& Plan.Fiscal,001096-SR-001761,,,1,active
1,USD,Por Horas,1,,,checked,Verificado,KPN BOLIVIA S.R.L.,3170,2024-08-22 21:16:26,1,USD,,1045 - DIEZ CANSECO & VENERO ABOGADOS S.C.R.L,943,DIEZ CANSECO & VENERO ABOGADOS S.C.R.L,DIEZ CANSECO & VENERO ABOGADOS S.C.R.L,001045-BK-000397 - KPN BOLIVIA S.R.L.,,001045-BK-000397,,0,,3287,True,0,,0,,,,,,,4,Banca & Finanzas,001045-BK-000397,,,2,disabled
1,USD,Por Horas,1,,,checked,Verificado,Opinión Legal Fianza KPN Bolivia S.R.L.,3460,2024-10-24 09:13:21,1,USD,,1045 - DIEZ CANSECO & VENERO ABOGADOS S.C.R.L,943,DIEZ CANSECO & VENERO ABOGADOS S.C.R.L,DIEZ CANSECO & VENERO ABOGADOS S.C.R.L,001045-BK-000409 - Opinión Legal Fianza KPN Bolivia S.R.L.,,001045-BK-000409,2025-07-01 00:00:00,0,,3599,True,0,,0,,,,,,,4,Banca & Finanzas,001045-BK-000409,,,1,finished
1,USD,Monto Fijo por Asunto,3,,,,,Informe Tributario - Exportación de Servicios,2135,2024-02-01 18:56:22,1,USD,,355 - DIGITAL HARBOR INTERNATIONAL S.R.L,195,DIGITAL HARBOR INTERNATIONAL S.R.L,DIGITAL HARBOR INTERNATIONAL S.R.L,000355-SR-000994 - Informe Tributario - Exportación de Servicios,,000355-SR-000994,,1400,,2292,True,,,0,,,,,,,19,Der. Tributario& Plan.Fiscal,000355-SR-000994,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,Aumento de capital y ampliación de objeto social,3809,2025-03-24 13:33:45,1,USD,,1131 - DISTRIBUIDORA BOLIVIANA DE BEBIDAS S.R.L. .,1029,DBB S.R.L. DISTRIBUIDORA BOLIVIANA DE BEBIDAS,DISTRIBUIDORA BOLIVIANA DE BEBIDAS S.R.L. .,001131-SR-001938 - Aumento de capital y ampliación de objeto social,,001131-SR-001938,,300,,3975,True,0,,0,,,,,,,10,Corporativo / Der. Comercial,001131-SR-001938,,,1,active
1,USD,Monto Fijo por Asunto,3,,,,,Diversity Compliance Register,281,2019-04-16 05:00:00,1,USD,,371 - Distribuidora Cummins S.A. Sucursal Bolivia,198,Distribuidora Cummins S.A. Sucursal Bolivia,Distribuidora Cummins S.A. Sucursal Bolivia,000371-SR-000087 - Diversity Compliance Register,,000371-SR-000087,,0,,310,True,,,0,,,,,,Consultar honorarios con AMG,17,"Der. Laboral y  Seg. Soc.
",000371-SR-000087,,1310,2,disabled
1,USD,Por Horas,1,,,,,Informe Legal Retiro de Productos,47,2018-10-31 05:00:00,1,USD,,371 - Distribuidora Cummins S.A. Sucursal Bolivia,198,Distribuidora Cummins S.A. Sucursal Bolivia,Distribuidora Cummins S.A. Sucursal Bolivia,000371-BK-000020 - Informe Legal Retiro de Productos,,000371-BK-000020,,0,,52,True,,,0,,,,,,,10,Corporativo / Der. Comercial,000371-BK-000020,,778,2,disabled
1,USD,Por Hitos o Etapas,4,,,,,NUREJ 203994990 - Patrocinio Proceso Contencioso - Contrato 2256/2019,1211,2023-01-17 05:00:00,1,USD,,371 - Distribuidora Cummins S.A. Sucursal Bolivia,198,Distribuidora Cummins S.A. Sucursal Bolivia,Distribuidora Cummins S.A. Sucursal Bolivia,000371-SR-000856 - NUREJ 203994990 - Patrocinio Proceso Contencioso - Contrato 2256/2019,,000371-SR-000856,,0,,1286,True,,"[{""id"": ""95"", ""name"": ""Amparo constitucional""}, {""id"": ""96"", ""name"": ""Recurso de Casaci\u00f3n""}, {""id"": ""97"", ""name"": ""Emisi\u00f3n sentencia primera instancia""}]",8800,,,,,,,22,Litigios,000371-SR-000856,,3809,1,active
1,USD,Por Hitos o Etapas,4,,,,,NUREJ 204026168 - Patrocinio Proceso Contencioso,1209,2022-08-22 05:00:00,1,USD,,371 - Distribuidora Cummins S.A. Sucursal Bolivia,198,Distribuidora Cummins S.A. Sucursal Bolivia,Distribuidora Cummins S.A. Sucursal Bolivia,000371-SR-000842 - NUREJ 204026168 - Patrocinio Proceso Contencioso,,000371-SR-000842,,0,,1284,True,,"[{""id"": ""91"", ""name"": ""Sentencia Primera Instancia""}, {""id"": ""92"", ""name"": ""Admisi\u00f3n Demanda""}]",1300,,,,,,,22,Litigios,000371-SR-000842,,3548,1,active
1,USD,Por Hitos o Etapas,4,,,,,NUREJ 204026176 - Proceso Contencioso,1210,2022-08-22 05:00:00,1,USD,,371 - Distribuidora Cummins S.A. Sucursal Bolivia,198,Distribuidora Cummins S.A. Sucursal Bolivia,Distribuidora Cummins S.A. Sucursal Bolivia,000371-SR-000843 - NUREJ 204026176 - Proceso Contencioso,,000371-SR-000843,,0,,1285,True,,"[{""id"": ""93"", ""name"": ""Sentencia Primera Instancia""}, {""id"": ""94"", ""name"": ""Admisi\u00f3n demanda""}]",1300,,,,,,,22,Litigios,000371-SR-000843,,3549,1,active
1,USD,Por Hitos o Etapas,4,,,,,NUREJ 204026187 - Patrocinio Proceso Contencioso,1208,2022-08-22 05:00:00,1,USD,,371 - Distribuidora Cummins S.A. Sucursal Bolivia,198,Distribuidora Cummins S.A. Sucursal Bolivia,Distribuidora Cummins S.A. Sucursal Bolivia,000371-SR-000841 - NUREJ 204026187 - Patrocinio Proceso Contencioso,,000371-SR-000841,,0,,1283,True,,"[{""id"": ""89"", ""name"": ""Sentencia primera instancia""}, {""id"": ""90"", ""name"": ""Admisi\u00f3n Demanda""}]",1300,,,,,,,22,Litigios,000371-SR-000841,,3547,1,active
1,USD,Por Hitos o Etapas,4,,,,,NUREJ 204059956 - Patrocino Proceso Contencioso,1207,2022-08-22 05:00:00,1,USD,,371 - Distribuidora Cummins S.A. Sucursal Bolivia,198,Distribuidora Cummins S.A. Sucursal Bolivia,Distribuidora Cummins S.A. Sucursal Bolivia,000371-SR-000840 - NUREJ 204059956 - Patrocino Proceso Contencioso,,000371-SR-000840,,0,,1282,True,,"[{""id"": ""87"", ""name"": ""Sentencia primera instancia""}, {""id"": ""88"", ""name"": ""Admisi\u00f3n Demanda""}]",1300,,,,,,,22,Litigios,000371-SR-000840,,3546,1,active
1,USD,Por Horas,1,,,checked,Verificado,Desvinculación trabajadores,3627,2024-12-19 13:49:36,1,USD,,1024 - Distribuidora Internacional Medwell S.A.,922,Distribuidora Internacional Medwell S.A.,Distribuidora Internacional Medwell S.A.,001024-SR-001787 - Desvinculación trabajadores,2025-07-11 00:00:00,001024-SR-001787,,0,,3776,True,0,,0,,,,,,Tarifa TC03,17,"Der. Laboral y  Seg. Soc.
",001024-SR-001787,red,,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,Levantamiento de marcas de control,3029,2024-07-11 21:48:07,1,USD,,1024 - Distribuidora Internacional Medwell S.A.,922,Distribuidora Internacional Medwell S.A.,Distribuidora Internacional Medwell S.A.,001024-SR-001351 - Levantamiento de marcas de control,,001024-SR-001351,,306.67,,3129,True,,,0,,,,,,"Se ajusto de 1200 a 306.67 por solicitud del lider Luis Valda, se tiene correo de respaldo",19,Der. Tributario& Plan.Fiscal,001024-SR-001351,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,Asesoria Tributaria y Corporativa,292,2023-07-03 05:00:00,1,USD,,589 - DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,199,DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,000589-SR-000661 - Asesoria Tributaria y Corporativa,2025-07-11 00:00:00,000589-SR-000661,,9800,,321,True,0,,0,,,,,,,19,Der. Tributario& Plan.Fiscal,000589-SR-000661,red,4209,2,disabled
1,USD,Por Horas Con CAP,6,,,checked,Verificado,Complementación de informe fiscal,2922,2024-06-02 03:01:09,1,USD,,589 - DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,199,DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,000589-SR-001256 - Complementación de informe fiscal,2025-07-11 00:00:00,000589-SR-001256,,1200,,3002,True,0,,0,,,,,,Continuación del informe fiscal inicial. Participarán asociados de otras áreas  tarifa por categoria Socio USD 180 Director USD 160 Asociado Senior USD 140 Asociado USD 120,19,Der. Tributario& Plan.Fiscal,000589-SR-001256,red,,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,Emision de Bonos,1472,2018-10-31 05:00:00,1,USD,,589 - DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,199,DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,000589-SC-000073 - Emision de Bonos,,000589-SC-000073,,1,,2243,True,,,0,,,,,,,10,Corporativo / Der. Comercial,000589-SC-000073,,212,2,disabled
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,Market Place,293,2023-11-07 05:00:00,1,USD,,589 - DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,199,DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,DISTRIBUIDORA MAYORISTA DE TECNOLOGIA S.A.,000589-SR-000758 - Market Place,,000589-SR-000758,,9800,,322,True,0,,0,,,,,,FAvor facturar el 50% ahora mismo,6,"Der.Comercial 
",000589-SR-000758,,4574,4,billed
1,USD,Por Horas,1,,,,,Servicios Legales Mensuales,25,2023-03-17 05:00:00,1,USD,,92 - DISTRIFILMS SRL,200,DISTRIFILMS SRL,DISTRIFILMS SRL,000092-SR-000602 - Servicios Legales Mensuales,,000092-SR-000602,,0,,323,True,,,0,,,,,,Empresa del Grupo Operadora Caribeña,30,Servicios Legales Mensuales,000092-SR-000602,,4020,1,active
1,USD,Monto Fijo por Asunto,3,,,,,Cambio de Representante Legal y Aprobación de Gestión 2022,294,2023-05-03 05:00:00,1,USD,,425 - DISTRITO MODA S.R.L.,201,DISTRITO MODA S.R.L.,DISTRITO MODA S.R.L.,000425-SR-000624 - Cambio de Representante Legal y Aprobación de Gestión 2022,,000425-SR-000624,,500,,324,True,,,0,,,,,,Propuesta de servicios aprobada. Se informará cuando se concluya el servicio para gestionar factura y cobro.,10,Corporativo / Der. Comercial,000425-SR-000624,,4097,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,CAMBIOS EN LA NSO DETERGENTE PARA LAVADO DE VAJILLA NSOH61537-17BO,883,2023-06-19 05:00:00,1,USD,,481 - Diversey de Argentina S.A.,202,Diversey de Argentina S.A.,Diversey de Argentina S.A.,000481-RE-000082 - CAMBIOS EN LA NSO DETERGENTE PARA LAVADO DE VAJILLA NSOH61537-17BO,,000481-RE-000082,,450,,946,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000481-RE-000082,,4196,2,disabled
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCION CERA INCOLORA AUTOBRILLO NSOH 96040-25BO,4671,2025-10-09 09:46:00,1,USD,,481 - Diversey de Argentina S.A.,202,Diversey de Argentina S.A.,Diversey de Argentina S.A.,000481-RE-002268 - INSCRIPCION CERA INCOLORA AUTOBRILLO NSOH 96040-25BO,2025-10-31 00:00:00,000481-RE-002268,,450,,4878,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000481-RE-002268,red,,1,approved
1,USD,Monto Fijo por Asunto,3,,,,,INSCRIPCIÓN DE NSO DEL PRODUCTO VIEW AEROSOL (ESPUMA LIMPIA VIDRIOS) AC086-44-2022,882,2022-05-04 05:00:00,1,USD,,481 - Diversey de Argentina S.A.,202,Diversey de Argentina S.A.,Diversey de Argentina S.A.,000481-RE-000067 - INSCRIPCIÓN DE NSO DEL PRODUCTO VIEW AEROSOL (ESPUMA LIMPIA VIDRIOS) AC086-44-2022,,000481-RE-000067,,450,,945,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000481-RE-000067,,3364,2,disabled
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCION NSOH95531-25BO Emulsión para Pisos,4622,2025-09-29 11:22:07,1,USD,,481 - Diversey de Argentina S.A.,202,Diversey de Argentina S.A.,Diversey de Argentina S.A.,000481-RE-002247 - INSCRIPCION NSOH95531-25BO Emulsión para Pisos,2026-02-19 00:00:00,000481-RE-002247,,450,,4830,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000481-RE-002247,green,,4,billed
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCION NSOH95563-25BO EMULSION PARA PISOS,4675,2025-10-09 10:21:42,1,USD,,481 - Diversey de Argentina S.A.,202,Diversey de Argentina S.A.,Diversey de Argentina S.A.,000481-RE-002272 - INSCRIPCION NSOH95563-25BO EMULSION PARA PISOS,2025-10-31 00:00:00,000481-RE-002272,,450,,4882,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000481-RE-002272,red,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,MODIFICACIÓN NSOH61529-17BO LIMPIADOR DESINFECTANTE CONSENTRADO (FORMULA ANTIBACTERIAL),2775,2024-04-11 21:40:51,1,USD,,481 - Diversey de Argentina S.A.,202,Diversey de Argentina S.A.,Diversey de Argentina S.A.,000481-RE-000685 - MODIFICACIÓN NSOH61529-17BO LIMPIADOR DESINFECTANTE CONSENTRADO (FORMULA ANTIBACTERIAL),,000481-RE-000685,,450,,2840,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000481-RE-000685,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,OBTENCIÓN CERTIFICACIÓN DE NO REQUIERE NSO NSOH62762-17BO CLAX SUAVE,3401,2024-10-14 16:50:03,1,USD,,481 - Diversey de Argentina S.A.,202,Diversey de Argentina S.A.,Diversey de Argentina S.A.,000481-RE-000840 - OBTENCIÓN CERTIFICACIÓN DE NO REQUIERE NSO NSOH62762-17BO CLAX SUAVE,,000481-RE-000840,,450,,3531,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000481-RE-000840,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,OBTENCIÓN DE CERTIFICACIÓN DE NO REQUIERE NSO NSOH62759-17BO SUMA LIMA,3410,2024-10-14 17:08:16,1,USD,,481 - Diversey de Argentina S.A.,202,Diversey de Argentina S.A.,Diversey de Argentina S.A.,000481-RE-000849 - OBTENCIÓN DE CERTIFICACIÓN DE NO REQUIERE NSO NSOH62759-17BO SUMA LIMA,,000481-RE-000849,,450,,3540,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000481-RE-000849,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,OBTENCIÓN DE CERTIFICACIÓN DE NO REQUIERE NSO NSOH62761-17BO CLAX 100,3403,2024-10-14 16:54:49,1,USD,,481 - Diversey de Argentina S.A.,202,Diversey de Argentina S.A.,Diversey de Argentina S.A.,000481-RE-000842 - OBTENCIÓN DE CERTIFICACIÓN DE NO REQUIERE NSO NSOH62761-17BO CLAX 100,,000481-RE-000842,,450,,3533,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000481-RE-000842,,,4,billed
